nom,statut,chapeau,pores,lames,pied,chair,odeur,saveur,habitat,saison,a_un_chapeau,a_des_pores,a_des_lames,a_un_pied,a_de_la_chair,chapeau_couleur_blanc,chapeau_couleur_brun,chapeau_couleur_jaune,chapeau_couleur_rouge,chapeau_couleur_orange,chapeau_couleur_rose,chapeau_couleur_gris,chapeau_couleur_noir,chapeau_couleur_vert,chapeau_couleur_bleu,chapeau_couleur_violet,chapeau_couleur_ocre,chapeau_couleur_roux,chapeau_texture_lisse,chapeau_texture_meches,chapeau_texture_floconneux,chapeau_texture_visqueux,chapeau_texture_velours,chapeau_texture_ecailleux,chapeau_texture_craquele,chapeau_texture_strie,pores_couleur_blanc,pores_couleur_brun,pores_couleur_jaune,pores_couleur_rouge,pores_couleur_orange,pores_couleur_rose,pores_couleur_gris,pores_couleur_noir,pores_couleur_vert,pores_couleur_bleu,pores_couleur_violet,pores_couleur_ocre,pores_couleur_roux,pores_attache_libres,pores_attache_adnees,pores_attache_decurrentes,pores_attache_echancrees,pores_attache_serrees,pores_attache_espacees,lames_couleur_blanc,lames_couleur_brun,lames_couleur_jaune,lames_couleur_rouge,lames_couleur_orange,lames_couleur_rose,lames_couleur_gris,lames_couleur_noir,lames_couleur_vert,lames_couleur_bleu,lames_couleur_violet,lames_couleur_ocre,lames_couleur_roux,lames_attache_libres,lames_attache_adnees,lames_attache_decurrentes,lames_attache_echancrees,lames_attache_serrees,lames_attache_espacees,pied_couleur_blanc,pied_couleur_brun,pied_couleur_jaune,pied_couleur_rouge,pied_couleur_orange,pied_couleur_rose,pied_couleur_gris,pied_couleur_noir,pied_couleur_vert,pied_couleur_bleu,pied_couleur_violet,pied_couleur_ocre,pied_couleur_roux,pied_texture_lisse,pied_texture_meches,pied_texture_floconneux,pied_texture_visqueux,pied_texture_velours,pied_texture_ecailleux,pied_texture_craquele,pied_texture_strie,pied_morpho_anneau,pied_morpho_volve,pied_morpho_bulbe,pied_morpho_massue,pied_morpho_creux,pied_morpho_elance,pied_morpho_cylindrique,pied_morpho_reseau,chair_couleur_blanc,chair_couleur_brun,chair_couleur_jaune,chair_couleur_rouge,chair_couleur_orange,chair_couleur_rose,chair_couleur_gris,chair_couleur_noir,chair_couleur_vert,chair_couleur_bleu,chair_couleur_violet,chair_couleur_ocre,chair_couleur_roux,chair_consistance_ferme,chair_consistance_tendre,chair_consistance_molle,chair_consistance_cassante,chair_consistance_elastique,chair_consistance_epaisse,chair_consistance_fibreuse,chair_consistance_spongieuse,odeur_type_anise,odeur_type_phenol,odeur_type_iode,odeur_type_radis,odeur_type_farine,odeur_type_amande,odeur_type_terre,odeur_type_fruitee,odeur_type_desagreable,saveur_type_douce,saveur_type_amere,saveur_type_acide,saveur_type_piquante,saveur_type_poivree,saveur_type_iodee,saveur_type_desagreable,saveur_type_sans_saveur,chapeau_taille_min_cm,chapeau_taille_max_cm,pied_taille_min_cm,pied_taille_max_cm,saison_mois_01,saison_mois_02,saison_mois_03,saison_mois_04,saison_mois_05,saison_mois_06,saison_mois_07,saison_mois_08,saison_mois_09,saison_mois_10,saison_mois_11,saison_mois_12,habitat_type_feuillus,habitat_type_coniferes,habitat_type_foret,habitat_type_prairies,habitat_type_clairieres,habitat_type_lisieres,habitat_type_jardins,habitat_type_bois,habitat_type_chenes,habitat_type_hetres,habitat_type_pins,habitat_type_bouleaux,habitat_type_chataigniers,habitat_type_charmes,habitat_type_melezes,habitat_type_bois_morts
HYGROPHORE DES PRÉS,Les bons champignons,"2 à 7 cm, plat à mamelonné, fauve orangé vif puis orangé ochracé.",,"Décurrentes, assez espacées, blanches puis crème orangé.","4 à 8 cm, de même couleur que les lames",Blanche à crème,Faible,Douce,Prés et prairies non fertilisés,Septembre > Décembre,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,7.0,4.0,8.0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HYGROPHORE LIMACE,Les champignons mediocres,"3 à 12 cm, très visqueux, brun olivâtre à gris-brun, à centre plus foncé.",,,"6 à 12 cm, blanc, épais et ventru, visqueux, d’aspect floconneux, avec zones visqueuses brun-olivâtre.",Blanche,Faible,Douce,"Forêts de conifères, surtout sous pins",Septembre > Décembre,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,12.0,6.0,12.0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
HYGROPHORE RUSSULE,Les champignons mediocres,"4 à 18 cm, blanc à crème puis entièrement taché de rose vineux",,,"4 à 13 cm, blanc à crème puis taché de rose vineux",Blanche puis teintée de rosâtre.,Agréable,Douce ou un peu amère,"Forêts de feuillus, surtout dans le Sud de la France",Septembre > Décembre,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4.0,18.0,4.0,13.0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HYPHOLOME COULEUR DE BRIQUE,Champignon à rejeter,"1 à 10 cm, rouge brique, jaune pâle à ochracé au bord, avec des flocons ou des restes de voile jaunâtre sur le bord",,"Adnées ou échancrées, serrées, crème grisâtre puis gris-brun olive avec des teintes violacées","4 à 12 cm, crème jaunâtre au sommet, brun-roux vers la base",Crème à jaunâtre,Faible,Un peu amère,"Sur les souches de feuillus, en touffe",Août > Novembre,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,10.0,4.0,12.0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HYPHOLOME EN TOUFFE,Les champignons toxiques,"1,5 à 7cm, lisse, roux ochracé puis jaune soufre à verdâtre, au centre plus foncé.",,"Adnées à échancrées, serrées, jaunes puis verdâtres à olivâtres.","4 à 10 cm, crème à jaune, teinté de roussâtre vers la base.",Jaune,Faible,Très amère,"Sur les souches de feuillus, en touffe",Septembre > Décembre,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.5,7.0,4.0,10.0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INOCYBE À LAMES TERREUSES,Les champignons toxiques,"0,5 à 4 cm, lisse, soyeux, finement strié au bord à maturité, blanc à crème ochracé, avec un mamelon net",,"Échancrées, blanchâtres puis gris terreux","2 à 6 cm, blanc, finement poudré au sommet.",Blanche,"Forte, spermatique",Douce,"Forêts de feuillus et de conifères, au bord des chemins",Septembre > Novembre,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,4.0,2.0,6.0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
INOCYBE DE PATOUILLARD,Les champignons mortel,"2 à 10 cm, conique, finement strié (fibrilleux), blanchâtre puis ocre brun, se tachant de rosâtre ou de rose orangé vif",,"Échancrées, blanchâtres puis brun grisâtre, se tachant de rougeâtre comme le chapeau","2 à 10 cm, blanchâtre, rougissant comme le chapeau.","Blanchâtre, rougissante","Agréable, miellée",Douce,Forêts de feuillus,Avril > Juillet,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,10.0,2.0,10.0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
INOCYBE FASTIGIÉ,Les champignons toxiques,"4 à 8 cm, conique puis mamelonné, sec, fortement strié voire fissuré, ocre jaune, brun-châtain à brun-fauve.",,"Ascendantes, blanchâtres puis brun jaunâtre à olivâtres","5 à 10 cm, blanchâtre à jaune brunâtre pâle, finement strié","Blanchâtre, mince",Spermatique,Douce,"Forêts de feuillus, surtout sous les chênes",Juin > Octobre,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,8.0,5.0,10.0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
LACCAIRE AMÉTHYSTE,Les bons champignons,"1 à 7 cm, sec, mat, violet sombre vif à lilas pâle en séchant, souvent un peu creusé au centre",,"Adnées à échancrées, espacées, violettes","4 à 12 cm, creux, de même couleur que le chapeau.","Violacée, mince",Inodore ou très faible,Douce,Forêts de feuillus et de conifères,Août > Novembre,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,7.0,4.0,12.0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LACCAIRE LAQUÉ,Les bons champignons,"1 à 6 cm, sec, finement granuleux, brun orangé à rose ochracé, plus pâle en séchant.",,"Adnées à échancrées, espacées, roses à beige rosâtre.","2 à 12 cm, coriace, strié, de même couleur que le chapeau.","Rosâtre, mince",Faible,Douce,Forêts de feuillus et de conifères,Août > Novembre,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,6.0,2.0,12.0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LACTAIRE À LAIT ABONDANT,Les bons champignons,"5 à 15 cm, brun orangé vif à brun-roux, plus sombre au centre, mat, velouté, lisse puis craquelé",,"Un peu décurrentes, crème à ochracées, se tachant de rouille aux blessures.","4 à 10 cm, crème à roussâtre, plus pâle au sommet","Crème, ferme, cassante, brunissant en séchant. Lait blanc très abondant.","Forte, de crustacé, de hareng ou d’artichaut",Douce,Forêts de feuillus et de conifères,Juillet > Novembre,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.0,15.0,4.0,10.0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LACTAIRE À LAIT JAUNE,Champignon à rejeter,"2 à 9 cm, beige rosé à rose saumon, marqué de zones concentriques plus sombres, un peu creusé au centre",,"Un peu décurrentes, blanches à crème, avec des reflets rosés ou saumonés.","2 à 5 cm, blanchâtre à crème orangé pâle",Blanche. Lait blanc abondant devenant rapidement jaune soufre,Fruitée,Désagréable et piquante,"Bois clairs de feuillus, surtout sous les chênes",Juillet > Octobre,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2.0,9.0,2.0,5.0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
LACTAIRE À ODEUR DE CHICORÉE,Champignon à rejeter,"2 à 6 cm, mat, finement velouté, brun-rouge sombre à brun roussâtre, plus sombre au centre, souvent avec un petit mamelon",,"Adnées à échancrées, serrées, beige rosâtre à brun rougeâtre","2 à 7 cm, brun roussâtre ou un peu plus terne, rouge vineux sombre à la base",Crème rosâtre à rougeâtre. Lait blanchâtre peu abondant.,"Forte, de chicorée","Douce, peu agréable",Forêts de feuillus et de conifères,Juillet > Novembre,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,6.0,2.0,7.0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LACTAIRE À TOISON,Champignon à rejeter,"4 à 15 cm, crème rosâtre à rose orangé, marqué de zones concentriques nettes, à bord « barbu-velu » longtemps enroulé, un peu creusé au centre.",,"Un peu décurrentes, crème, avec des reflets saumonés","2 à 10 cm, blanchâtre à crème rosé, souvent avec un cerne plus rose juste sous les lames","Blanche ou rosâtre, cassante. Lait blanc","Fruitée, acidulée",Très piquante,Uniquement sous les bouleaux,Août > Novembre,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4.0,15.0,2.0,10.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LACTAIRE DÉLICIEUX,Les bons champignons,"5 à 15 cm, lisse, un peu visqueux, creusé au centre, saumon à brun orangé, marqué de zones concentriques, verdissant avec l’âge",,"Un peu décurrentes, orangé vif à saumonées, puis maculées de vert","3 à 7 cm, orangé, ponctué de fossettes plus sombres.","Orangée, épaisse, cassante. Lait orange carotte vif peu abondant.",Fruitée,Douce,Uniquement sous les pins,Septembre > Novembre,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5.0,15.0,3.0,7.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LACTAIRE DES ÉPICÉAS,Champignon à rejeter,"6 à 15 cm, lisse, un peu visqueux, creusé au centre, orangé puis vite recouvert de vert, parfois marqué de zones concentriques.",,"Un peu décurrentes, orangé vif à saumonées, puis maculées de vert","3 à 7 cm, orangé, uniforme, souvent cerné de blanc juste sous les lames","Orangée à saumonée, cassante. Lait orange carotte rougeâtre peu abondant.",Fruitée ou de carotte,"Peu agréable, un peu piquante ou amère",Uniquement sous les épicéas,Septembre > Novembre,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,6.0,15.0,3.0,7.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LACTAIRE MUQUEUX,Champignon à rejeter,"3 à 10 cm, visqueux, gris-brun olivâtre à gris-vert, souvent taché de zones plus sombres vers le bord",,"Adnées ou un peu décurrentes, blanchâtres ou crème pâle","3 à 8 cm, un peu visqueux, crème teinté de grisâtre ou olivâtre",Blanchâtre. Lait blanc devenant gris olivâtre en séchant,Faible,Piquante,Uniquement sous les hêtres,Juillet > Novembre,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,10.0,3.0,8.0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LACTAIRE PLOMBÉ,Les champignons toxiques,"3 à 15 cm, brun olive à brun noirâtre, marqué de zones concentriques, plus clair au bord, creusé au centre, à bord longtemps enroulé.",,"Adnées ou un peu décurrentes, blanchâtres puis crème à reflets verdâtres, tachées de brunâtre aux blessures.","2 à 7 cm, court, trapu, verdâtre, parfois avec quelques fossettes plus sombres",Blanchâtre. Lait blanc devenant vert olivâtre sur les lames en séchant.,Faible,Très piquante,Sous les bouleaux ou les épicéas,Septembre > Novembre,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,15.0,2.0,7.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LACTAIRE POIVRÉ,Champignon à rejeter,"4 à 15 cm, très mat, blanc puis taché de brun-jaune, à bord parfois ridé et longtemps enroulé",,"Décurrentes, très serrées, blanches à crème orangé.","4 à 10 cm, blanc puis taché d’ochracé",Blanchâtre. Lait blanc peu abondant,"Faible, un peu fruitée ou acide",Très piquante,Forêts de feuillus,Juillet > Octobre,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4.0,15.0,4.0,10.0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LACTAIRE ROUX,Champignon à rejeter,"3 à 8 cm, feutré, brun-roux vif, plus ou moins sombre, souvent avec un net mamelon",,"Un peu décurrentes, blanches à crème, un peu roussâtres avec l’âge","3 à 10 cm, mat, un peu plus pâle que le chapeau","Fragile, blanche à crème rosâtre. Lait blanc assez abondant",Un peu acide,Très piquante,"Forêts de conifères, plus rare sous feuillus",Juin > Octobre,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,8.0,3.0,10.0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LACTAIRE SANGUIN,Les bons champignons,"4 à 10 cm, orangé rosâtre, un peu visqueux, verdissant et creusé au centre.",,"Un peu décurrentes, rose vineux pâle, rouge vineux dans les blessures","2 à 5 cm, beige rosâtre ou rose vineux pâle, blanchâtre au sommet, parfois avec quelques fossettes plus sombres","Épaisse, cassante, vineuse à brun vineux. Lait peu abondant rouge sang à rouge vineux.","Faible, fruitée",Douce,"Uniquement sous les pins, dans le Sud de la France",Août  > Décembre,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4.0,10.0,2.0,5.0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LACTAIRE VELOURS,Champignon à rejeter,"2 à 10 cm, brun châtain foncé à brun noirâtre, mat, velouté, souvent mamelonné et ridé autour.",,"Assez décurrentes, blanc puis crème à reflets rosés.","5 à 10 cm, brun velouté comme le chapeau, souvent ridé.","Blanche, lentement rosissante, ferme, lait blanc peu abondant.",Faible,Douce,"Uniquement sous épicéas, en montagne",Août > Octobre,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,10.0,5.0,10.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
